id,source_raw_id,raw_topic,normalized_topic,category,region,trend_score,growth_status,explanation,source_file,processed_at
14085,,tim nasional sepak bola curaçao,Tim Nasional Sepak Bola Cura Ao,General,ID,100.0,exploding,Tim Nasional Sepak Bola Cura Ao is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14086,,crocs red bull,Crocs Red Bull,General,ID,75.0,rising,Crocs Red Bull is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14087,,prediksi cuaca hari ini,Prediksi Cuaca Hari Ini,General,ID,50.0,rising,Prediksi Cuaca Hari Ini is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14088,,cadiz,Cadiz,General,ID,100.0,exploding,Cadiz is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14089,,ssc bari,Ssc Bari,General,ID,75.0,rising,Ssc Bari is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14090,,de'aaron fox,De Aaron Fox,General,ID,100.0,exploding,De Aaron Fox is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14091,,jensen huang,Jensen Huang,General,ID,75.0,rising,Jensen Huang is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14092,,internacional club de futbol miami,Internacional Club De Futbol Miami,General,ID,100.0,exploding,Internacional Club De Futbol Miami is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14093,,bitcoin,Bitcoin,Finance,ID,100.0,exploding,Bitcoin is a Finance trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14094,,hk,Hk,General,ID,100.0,exploding,Hk is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14095,,dylan harper,Dylan Harper,General,ID,100.0,exploding,Dylan Harper is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14096,,shanghai port,Shanghai Port,General,ID,100.0,exploding,Shanghai Port is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14097,,bohemians,Bohemians,General,ID,100.0,exploding,Bohemians is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14098,,adelaide utd vs auckland fc,Adelaide Utd Vs Auckland Fc,General,ID,100.0,exploding,Adelaide Utd Vs Auckland Fc is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14099,,persib vs psm,Persib Vs Psm,General,ID,100.0,exploding,Persib Vs Psm is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14100,,liga super tiongkok,Liga Super Tiongkok,General,ID,100.0,exploding,Liga Super Tiongkok is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14101,,pangkat bintang tiga,Pangkat Bintang Tiga,General,ID,75.0,rising,Pangkat Bintang Tiga is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14102,,kepala sekolah,Kepala Sekolah,General,ID,100.0,exploding,Kepala Sekolah is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14103,,toprak razgatlıoğlu,Toprak Razgatl O Lu,General,ID,75.0,rising,Toprak Razgatl O Lu is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14104,,badan penyelenggara jaminan sosial kesehatan,Badan Penyelenggara Jaminan Sosial Kesehatan,General,ID,100.0,exploding,Badan Penyelenggara Jaminan Sosial Kesehatan is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14105,,otoritas jasa keuangan,Otoritas Jasa Keuangan,General,ID,100.0,exploding,Otoritas Jasa Keuangan is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14106,,castellón vs cádiz,Castell N Vs C Diz,General,ID,100.0,exploding,Castell N Vs C Diz is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14107,,prakiraan cuaca hari ini,Prakiraan Cuaca Hari Ini,General,ID,100.0,exploding,Prakiraan Cuaca Hari Ini is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14108,,mpl,Mpl,General,ID,100.0,exploding,Mpl is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14109,,ldu quito,Ldu Quito,General,ID,100.0,exploding,Ldu Quito is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14110,,rome open,Rome Open,General,ID,100.0,exploding,Rome Open is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14111,,playstation,Playstation,Gaming,ID,75.0,rising,Playstation is a Gaming trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14112,,henan fc,Henan Fc,General,ID,100.0,exploding,Henan Fc is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14113,,cd castellon,Cd Castellon,General,ID,75.0,rising,Cd Castellon is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14114,,ramalan cuaca hari ini,Ramalan Cuaca Hari Ini,General,ID,100.0,exploding,Ramalan Cuaca Hari Ini is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14115,,ratchanok intanon,Ratchanok Intanon,General,ID,75.0,rising,Ratchanok Intanon is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14116,,castellon,Castellon,General,ID,75.0,rising,Castellon is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14117,,audemars piguet royal pop,Audemars Piguet Royal Pop,General,ID,50.0,rising,Audemars Piguet Royal Pop is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14118,,sinner,Sinner,General,ID,75.0,rising,Sinner is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14119,,prakiraan cuaca,Prakiraan Cuaca,General,ID,75.0,rising,Prakiraan Cuaca is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14120,,cek bansos kemensos go id,Cek Bansos Kemensos Go Id,General,ID,75.0,rising,Cek Bansos Kemensos Go Id is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14121,,korona kielce,Korona Kielce,General,ID,100.0,exploding,Korona Kielce is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14122,,kevin gusnadi,Kevin Gusnadi,General,ID,75.0,rising,Kevin Gusnadi is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14123,,salford city,Salford City,General,ID,75.0,rising,Salford City is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14124,,virgil van dijk,Virgil Van Dijk,General,ID,100.0,exploding,Virgil Van Dijk is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14125,,pengumuman snbt,Pengumuman Snbt,General,ID,50.0,rising,Pengumuman Snbt is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14126,,iphone 18,Iphone 18,Tech,ID,75.0,rising,Iphone 18 is a Tech trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14127,,konfederasi bola voli asia,Konfederasi Bola Voli Asia,General,ID,50.0,rising,Konfederasi Bola Voli Asia is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14128,,pm,Pm,General,ID,100.0,exploding,Pm is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14129,,jadwal persebaya,Jadwal Persebaya,General,ID,100.0,exploding,Jadwal Persebaya is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14130,,al wasl,Al Wasl,General,ID,100.0,exploding,Al Wasl is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14131,,chengdu rongcheng,Chengdu Rongcheng,General,ID,100.0,exploding,Chengdu Rongcheng is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14132,,hongkong,Hongkong,General,ID,100.0,exploding,Hongkong is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14133,,the sheep detectives,The Sheep Detectives,General,ID,100.0,exploding,The Sheep Detectives is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14134,,berita,Berita,General,ID,50.0,rising,Berita is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14135,,dreamleague season 29,Dreamleague Season 29,General,ID,75.0,rising,Dreamleague Season 29 is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14136,,derry city,Derry City,General,ID,100.0,exploding,Derry City is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14137,,nonton film pesta babi,Nonton Film Pesta Babi,General,ID,50.0,rising,Nonton Film Pesta Babi is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14138,,cctv kota bogor,Cctv Kota Bogor,General,ID,100.0,exploding,Cctv Kota Bogor is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14139,,beasiswa,Beasiswa,General,ID,100.0,exploding,Beasiswa is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14140,,pau torres,Pau Torres,General,ID,100.0,exploding,Pau Torres is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14141,,dalian yingbo,Dalian Yingbo,General,ID,100.0,exploding,Dalian Yingbo is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14142,,twitch,Twitch,General,ID,75.0,rising,Twitch is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14143,,ayu aulia,Ayu Aulia,General,ID,75.0,rising,Ayu Aulia is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14144,,porto b,Porto B,General,ID,100.0,exploding,Porto B is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14145,,mumbai city,Mumbai City,General,ID,100.0,exploding,Mumbai City is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14146,,tianjin jinmen tiger vs chengdu rongcheng,Tianjin Jinmen Tiger Vs Chengdu Rongcheng,General,ID,100.0,exploding,Tianjin Jinmen Tiger Vs Chengdu Rongcheng is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14147,,argentina,Argentina,General,ID,100.0,exploding,Argentina is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14148,,dundalk,Dundalk,General,ID,100.0,exploding,Dundalk is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14149,,declan rice,Declan Rice,General,ID,75.0,rising,Declan Rice is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14150,,mega,Mega,General,ID,50.0,rising,Mega is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14151,,bsd,Bsd,General,ID,75.0,rising,Bsd is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14152,,forza horizon 6,Forza Horizon 6,General,ID,50.0,rising,Forza Horizon 6 is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14153,,emiliano buendia,Emiliano Buendia,General,ID,100.0,exploding,Emiliano Buendia is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14154,,divisi segunda,Divisi Segunda,General,ID,75.0,rising,Divisi Segunda is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14155,,tim nasional sepak bola belgia,Tim Nasional Sepak Bola Belgia,General,ID,75.0,rising,Tim Nasional Sepak Bola Belgia is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14156,,grok,Grok,General,ID,75.0,rising,Grok is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14157,,penang vs dpmm,Penang Vs Dpmm,General,ID,100.0,exploding,Penang Vs Dpmm is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14158,,jadwal sholat semarang,Jadwal Sholat Semarang,General,ID,100.0,exploding,Jadwal Sholat Semarang is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14159,,macau,Macau,General,ID,50.0,rising,Macau is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14160,,surabaya,Surabaya,General,ID,100.0,exploding,Surabaya is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14161,,sidney,Sidney,General,ID,100.0,exploding,Sidney is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14162,,vct pacific,Vct Pacific,General,ID,100.0,exploding,Vct Pacific is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14163,,top skor liga 1,Top Skor Liga 1,General,ID,100.0,exploding,Top Skor Liga 1 is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14164,,premier league games,Premier League Games,Gaming,ID,100.0,exploding,Premier League Games is a Gaming trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14165,,haji,Haji,General,ID,100.0,exploding,Haji is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14166,,france national football team,France National Football Team,Sports,ID,75.0,rising,France National Football Team is a Sports trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14167,,sydney,Sydney,General,ID,100.0,exploding,Sydney is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14168,,singapore prize,Singapore Prize,General,ID,100.0,exploding,Singapore Prize is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14169,,john wick 3,John Wick 3,General,ID,50.0,rising,John Wick 3 is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14170,,ff beta terbaru,Ff Beta Terbaru,General,ID,50.0,rising,Ff Beta Terbaru is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14171,,kalender jawa,Kalender Jawa,General,ID,50.0,rising,Kalender Jawa is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14172,,semua akan baik baik saja,Semua Akan Baik Baik Saja,General,ID,75.0,rising,Semua Akan Baik Baik Saja is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14173,,csk vs lsg,Csk Vs Lsg,General,ID,75.0,rising,Csk Vs Lsg is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14174,,aston villa vs liverpool,Aston Villa Vs Liverpool,General,IE,100.0,exploding,Aston Villa Vs Liverpool is a General trend in IE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14175,,tommy fleming phone call what was said,Tommy Fleming Phone Call What Was Said,Tech,IE,100.0,exploding,Tommy Fleming Phone Call What Was Said is a Tech trend in IE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14176,,seamus coleman,Seamus Coleman,General,IE,100.0,exploding,Seamus Coleman is a General trend in IE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14177,,blue flag beaches 2026,Blue Flag Beaches 2026,General,IE,100.0,exploding,Blue Flag Beaches 2026 is a General trend in IE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
